year,paises,acr,rtrc,trpib,manuf,v2clstown_ord,v2clstown_osp,polity2
1971,México,0,1.8923318,16.359327,23.140839,2,1.824092,-6
1972,México,0,1.8709164,16.898268,22.926836,2,1.824092,-6
1973,México,0,2.6565564,17.879629,22.870958,2,1.824092,-6
1974,México,0,5.5462403,18.987297,22.814701,2,1.824092,-6
1975,México,0,4.8482871,16.513798,22.377007,2,1.824092,-6
1976,México,0,5.6232028,18.3575,21.96596,2,1.824092,-6
1977,México,0,7.9693518,20.538368,22.815413,2,1.824092,-3
1978,México,0,7.8054676,21.507078,22.645529,2,1.824092,-3
1979,México,0,15.46715,23.643822,22.680651,2,1.824092,-3
1980,México,0,16.5739,23.679216,22.261398,2,1.824092,-3
1981,México,1,14.101361,23.344492,21.948193,2,1.824092,-3
1982,México,1,21.846827,25.646662,21.716938,2,1.824092,-3
1983,México,1,21.699253,28.423412,21.257221,3,2.5529461,-3
1984,México,1,17.606901,26.933781,22.658878,3,2.5529461,-3
1985,México,1,14.924245,25.748739,23.974524,3,2.5529461,-3
1986,México,1,9.6934481,30.774986,24.7813,3,2.5529461,-3
1987,México,1,12.178258,32.884251,26.378447,3,2.700129,-3
1988,México,1,8.2390146,38.465706,23.856829,3,2.700129,0
1989,México,2,8.118679,38.058674,21.901369,3,2.700129,0
1990,México,2,9.0905323,38.306183,20.798008,3,2.700129,0
1991,México,2,6.3500576,35.637321,20.585655,3,2.6025579,0
1992,México,2,5.2173114,35.509335,20.249142,3,2.6025579,0
1993,México,3,3.3481464,25.965645,17.873632,3,2.6025579,0
1994,México,4,3.0558336,29.297148,17.15233,3,2.881212,4
1995,México,5,5.1754422,46.111595,19.110792,3,2.881212,4
1996,México,5,5.5815945,50.724125,20.344795,3,2.881212,4
1997,México,5,4.6579361,49.32016,20.897289,3,2.881212,6
1998,México,5,2.7910571,51.776096,21.223173,3,2.881212,6
1999,México,6,3.0990791,51.268902,20.681973,3,2.881212,6
2000,México,9,4.7745519,53.13105,20.304676,3,2.881212,8
2001,México,9,3.9025712,48.528046,19.411232,3,2.817579,8
2002,México,9,3.7885735,48.371082,18.823898,3,2.817579,8
2003,México,11,5.1820493,51.235271,18.17952,3,2.817579,8
2004,México,11,6.4700451,54.226414,18.240957,3,2.817579,8
2005,México,11,8.5871153,54.576447,17.241789,3,2.817579,8
2006,México,11,9.1335583,56.455097,18.10848,3,2.817579,8
2007,México,11,8.7642965,57.083729,17.386793,3,2.817579,8
2008,México,11,10.510004,58.071087,16.976978,3,2.817579,8
2009,México,11,6.8771572,56.133881,16.668703,3,2.817579,8
2010,México,11,7.7580619,61.016376,17.28651,3,2.817579,8
2011,México,11,9.1784954,63.876076,17.072634,3,2.817579,8
2012,México,13,8.7080822,66.52597,17.885742,3,2.817579,8
2013,México,13,7.704103,64.602631,17.571003,3,2.876148,8
2014,México,13,4.8600001,65.857216,17.670441,3,2.876148,8
2015,México,14,2.26,72.830002,18.440001,,,8
1970,Nicaragua,1,5.0741115,55.924286,,2,2.3484249,-8
1971,Nicaragua,1,5.2478228,54.839268,,2,2.3484249,-8
1972,Nicaragua,1,5.6174283,64.931313,,2,2.3484249,-8
1973,Nicaragua,1,8.4281511,66.013062,,2,2.3484249,-8
1974,Nicaragua,1,6.8149743,71.682182,,2,2.3484249,-8
1975,Nicaragua,1,7.5291948,64.982491,,2,2.3484249,-8
1976,Nicaragua,1,5.8768806,64.836761,,2,2.3484249,-8
1977,Nicaragua,1,6.7630024,69.51783,,2,2.3484249,-8
1978,Nicaragua,1,7.7127404,65.658989,,2,2.3484249,-8
1979,Nicaragua,1,13.194035,70.156944,,2,2.3484249,0
1980,Nicaragua,1,11.537311,67.497162,,2,1.924688,0
1981,Nicaragua,1,8.5694942,64.12516,,2,1.924688,-5
1982,Nicaragua,1,14.477246,42.034046,,2,1.924688,-5
1983,Nicaragua,1,6.2725301,49.392925,,2,1.924688,-5
1984,Nicaragua,1,2.5582724,45.893848,,2,1.924688,-1
1985,Nicaragua,1,2.1177454,36.592461,,2,1.924688,-1
1986,Nicaragua,1,2.1080711,33.607914,,2,1.924688,-1
1987,Nicaragua,1,1.7098954,25.53105,,2,1.924688,-1
1988,Nicaragua,1,2.4420147,76.251083,,2,1.924688,-1
1989,Nicaragua,2,6.6055765,97.728683,,2,1.924688,-1
1990,Nicaragua,2,16.004204,71.290817,,3,2.799336,6
1991,Nicaragua,2,12.425068,74.327972,,4,3.714005,6
1992,Nicaragua,2,9.6701164,70.517624,,4,3.525444,6
1993,Nicaragua,2,7.552916,68.285965,,4,3.525444,6
1994,Nicaragua,2,4.1425438,39.081215,15.683044,4,3.525444,6
1995,Nicaragua,2,5.3136225,44.039795,15.679442,4,3.525444,8
1996,Nicaragua,2,3.8950093,48.482838,15.351152,4,3.525444,8
1997,Nicaragua,2,5.1642842,58.005531,15.484247,4,3.525444,8
1998,Nicaragua,2,4.1914425,57.013714,14.591551,4,3.525444,8
1999,Nicaragua,2,3.411649,62.537643,13.67779,4,3.525444,8
2000,Nicaragua,2,3.0763772,61.298496,14.233384,4,3.525444,8
2001,Nicaragua,3,2.9029717,57.980133,15.404279,4,3.525444,8
2002,Nicaragua,3,2.7545345,58.091286,16.786512,4,3.525444,8
2003,Nicaragua,3,2.9551272,62.175064,15.810935,4,3.525444,8
2004,Nicaragua,3,2.9036069,67.19532,15.982374,4,3.525444,8
2005,Nicaragua,3,2.5966702,71.645721,15.599926,4,3.525444,8
2006,Nicaragua,4,3.748934,76.758835,15.205497,4,3.525444,8
2007,Nicaragua,4,3.9157703,82.553169,15.929848,4,3.5430679,9
2008,Nicaragua,5,3.7806008,87.763397,15.614063,3,2.6089621,9
2009,Nicaragua,6,3.5496023,77.923958,15.801756,3,2.6089621,9
2010,Nicaragua,6,7.0811548,96.384026,15.645985,3,2.6089621,9
2011,Nicaragua,6,6.0123305,107.33594,15.420012,3,2.6089621,9
2012,Nicaragua,8,5.9594493,110.72203,15.440736,3,2.6089621,9
2013,Nicaragua,9,5.6291647,105.89035,14.951403,,,9
2014,Nicaragua,9,4.4699998,101.6162,15.400466,,,9
2015,Nicaragua,9,4.1100001,92.980003,14.74,,,9
1970,Panamá,0,.92553341,,,2,2.2214689,-7
1971,Panamá,0,.78814614,,,2,2.2214689,-7
1972,Panamá,0,.84023368,,,2,2.2214689,-7
1973,Panamá,0,1.2580225,,,2,2.2214689,-7
1974,Panamá,0,1.151865,,,2,2.2214689,-7
1975,Panamá,0,1.4212738,,,2,2.2214689,-7
1976,Panamá,0,1.3689378,,,2,2.2214689,-7
1977,Panamá,0,1.6353489,,,2,2.2214689,-7
1978,Panamá,0,1.309809,,,2,2.2214689,-6
1979,Panamá,0,1.3170551,,,2,2.204313,-6
1980,Panamá,0,1.5282826,186.94066,10.970521,2,2.204313,-6
1981,Panamá,0,1.187505,181.52898,9.7696095,2,2.204313,-6
1982,Panamá,0,1.8576038,159.22304,9.3082247,2,2.204313,-5
1983,Panamá,0,.83020753,127.50056,10.209858,2,2.204313,-5
1984,Panamá,0,.48687342,125.21004,10.640225,2,2.200011,-6
1985,Panamá,0,.36505663,128.15068,12.327123,2,2.200011,-6
1986,Panamá,0,.35258457,132.62732,11.310652,2,2.200011,-6
1987,Panamá,1,.36960143,134.24791,10.792222,2,2.200011,-8
1988,Panamá,1,.38188162,133.8127,9.4633274,2,2.200011,-8
1989,Panamá,1,.4238911,149.12123,9.3272266,2,2.200011,8
1990,Panamá,1,.80102617,165.38432,9.7480488,3,2.8366461,8
1991,Panamá,1,.79630512,189.73863,9.8796539,3,2.8366461,8
1992,Panamá,1,.74189407,196.21616,9.6401625,3,2.8366461,8
1993,Panamá,1,.55198818,189.65076,9.2005796,3,2.8366461,8
1994,Panamá,1,.58583266,194.78012,8.9453087,3,3.251955,9
1995,Panamá,1,.78645229,198.76677,9.1283255,3,3.251955,9
1996,Panamá,1,.4706074,165.60968,12.727629,3,3.251955,9
1997,Panamá,1,.57476681,175.8102,11.420096,3,3.251955,9
1998,Panamá,1,.39125985,160.28355,11.117534,3,3.251955,9
1999,Panamá,1,.32080567,134.27721,10.916488,3,3.251955,9
2000,Panamá,1,.30568889,142.39404,10.054778,3,3.251955,9
2001,Panamá,1,.3094278,138.64409,9.2906637,3,3.251955,9
2002,Panamá,1,.2950058,129.7448,8.4666023,3,3.251955,9
2003,Panamá,2,.32209623,122.13992,8.0820379,3,3.251955,9
2004,Panamá,3,.30325478,131.51707,8.321475,3,3.251955,9
2005,Panamá,3,.2616182,144.54662,7.4353981,3,3.251955,9
2006,Panamá,4,.34312695,146.19244,7.0714545,3,3.251955,9
2007,Panamá,4,.31522596,145.38228,8.0016098,3,3.251955,9
2008,Panamá,6,.29756781,148.99695,7.6524849,3,3.251955,9
2009,Panamá,8,.32998312,138.73404,7.2288899,3,3.251955,9
2010,Panamá,8,.56784958,139.68752,6.6554666,3,3.251955,9
2011,Panamá,8,.55255872,158.34688,6.1186824,3,3.251955,9
2012,Panamá,10,.59383988,154.75365,5.7545376,3,3.251955,9
2013,Panamá,12,.53379583,,,,,9
2014,Panamá,13,.13,,,,,9
2015,Panamá,14,.19,,5.77,,,9
1970,Paraguay,0,5.698174,,,3,2.659126,-8
1971,Paraguay,0,5.5240693,,,3,2.659126,-8
1972,Paraguay,1,5.0465622,,,3,2.659126,-8
1973,Paraguay,1,7.3426957,,,3,2.7518649,-8
1974,Paraguay,1,6.0828481,,,3,2.7518649,-8
1975,Paraguay,1,8.30653,,,3,2.7518649,-8
1976,Paraguay,1,6.1990747,,,3,2.7518649,-8
1977,Paraguay,1,7.2434359,,,3,2.7518649,-8
1978,Paraguay,1,7.7668886,,,3,2.7518649,-8
1979,Paraguay,1,9.987813,,,3,2.7518649,-8
1980,Paraguay,1,8.6886454,,,3,2.7518649,-8
1981,Paraguay,2,6.0256319,,,3,2.7518649,-8
1982,Paraguay,2,7.9521575,,,3,2.7518649,-8
1983,Paraguay,2,5.1137967,,,3,2.7518649,-8
1984,Paraguay,2,4.8631778,,,3,2.7518649,-8
1985,Paraguay,2,6.8354492,,,3,2.7518649,-8
1986,Paraguay,2,8.0506392,,,3,2.7518649,-8
1987,Paraguay,2,8.9809361,,,3,2.7518649,-8
1988,Paraguay,2,7.1407561,,,3,2.7518649,-8
1989,Paraguay,2,8.1400013,,,3,2.7518649,2
1990,Paraguay,2,7.0066524,,,3,3.193464,2
1991,Paraguay,3,5.8970685,89.13932,14.969245,3,3.193464,2
1992,Paraguay,3,6.3527799,89.497559,14.899482,3,3.325758,7
1993,Paraguay,3,6.4355631,113.60376,14.878549,3,3.325758,7
1994,Paraguay,3,5.8097134,123.07933,,3,3.325758,7
1995,Paraguay,3,7.0765867,118.06408,,3,3.325758,7
1996,Paraguay,3,5.8107648,103.03526,,3,3.325758,7
1997,Paraguay,3,5.3467169,95.93428,,3,3.325758,7
1998,Paraguay,3,5.1094327,104.69334,,3,3.325758,6
1999,Paraguay,3,4.6382022,82.100456,,4,3.5183461,7
2000,Paraguay,3,3.9791801,85.085144,,4,3.5183461,7
2001,Paraguay,3,4.535491,80.738876,,4,3.5183461,7
2002,Paraguay,3,5.9194145,90.135887,,4,3.5183461,7
2003,Paraguay,3,6.4626522,94.860237,,4,3.5183461,8
2004,Paraguay,3,5.1625185,95.59127,,4,3.5183461,8
2005,Paraguay,3,5.054163,104.20389,12.861143,4,3.5183461,8
2006,Paraguay,3,5.940865,107.77,12.911118,4,3.5183461,8
2007,Paraguay,3,5.2806878,103.51836,12.393329,4,3.5183461,8
2008,Paraguay,3,4.6939669,103.54562,12.520208,4,3.5183461,8
2009,Paraguay,4,5.2518196,96.299606,12.724369,4,3.5183461,8
2010,Paraguay,4,6.4578257,106.58488,12.364154,4,3.5183461,8
2011,Paraguay,4,4.4139018,102.82261,12.153306,4,3.5183461,8
2012,Paraguay,4,5.0830927,98.628403,12.167764,4,3.5183461,8
2013,Paraguay,4,4.460187,93.836021,11.600514,3,3.1272039,9
2014,Paraguay,4,2.0899999,89.814018,12.026375,3,3.1272039,9
2015,Paraguay,4,2.2,84.459999,12.01,4,3.6995029,9
1970,Perú,0,4.4751263,33.892857,19.785715,1,1.3685369,-7
1971,Perú,0,3.1548612,29.394815,20.621199,1,1.3685369,-7
1972,Perú,0,3.0357838,28.913921,20.306181,1,1.3685369,-7
1973,Perú,1,6.2198677,29.45437,20.6422,1,1.3685369,-7
1974,Perú,1,8.0771284,36.429802,21.662518,1,1.3685369,-7
1975,Perú,1,3.9999917,32.792305,20.033062,1,1.3685369,-7
1976,Perú,1,5.0092416,32.275013,21.676565,1,1.3685369,-7
1977,Perú,1,6.1231604,38.618263,20.843466,1,1.3685369,-7
1978,Perú,1,9.2166929,40.79314,22.763371,1,1.3685369,-2
1979,Perú,1,19.187511,46.829601,23.489298,1,1.3685369,3
1980,Perú,1,21.33305,27.450981,,1,1.256134,7
1981,Perú,2,13.90428,19.101124,,2,1.908848,7
1982,Perú,2,14.329986,19.594595,,2,1.908848,7
1983,Perú,2,13.997752,22.90909,,2,1.908848,7
1984,Perú,2,13.903967,23.063972,,2,1.908848,7
1985,Perú,2,14.073515,27.498447,,2,1.908848,7
1986,Perú,2,6.6863446,16.947439,,2,1.908848,7
1987,Perú,2,7.2083058,13.182269,,2,1.908848,7
1988,Perú,3,17.342655,15.560878,,2,1.908848,7
1989,Perú,4,15.856555,17.871931,,2,1.908848,7
1990,Perú,4,10.483282,30.272659,,2,2.3969281,8
1991,Perú,4,3.6413352,27.124416,18.504196,3,2.6190839,8
1992,Perú,4,3.5180974,28.602005,18.746141,3,3.060684,-3
1993,Perú,4,2.7980354,29.276274,18.81917,3,3.3559041,1
1994,Perú,4,2.6598587,29.710983,18.715065,3,3.3559041,1
1995,Perú,4,2.8955264,31.641378,17.727173,3,3.3559041,1
1996,Perú,4,2.4961197,32.254623,17.41667,3,3.3559041,1
1997,Perú,4,2.660856,34.00901,17.337566,3,3.3559041,1
1998,Perú,4,1.4980968,33.232597,16.632324,3,3.3559041,1
1999,Perú,4,1.7890261,33.396954,16.220085,3,3.3559041,1
2000,Perú,4,2.6523972,35.578968,16.705759,3,3.3559041,5
2001,Perú,4,1.9639834,34.800526,16.90637,3,3.3559041,9
2002,Perú,4,1.8683673,34.827335,17.090641,3,3.3559041,9
2003,Perú,4,2.1895914,36.671112,16.787172,3,3.3559041,9
2004,Perú,4,4.3755493,41.032753,17.439943,3,3.3559041,9
2005,Perú,4,6.8717146,46.866352,17.675947,3,3.3559041,9
2006,Perú,4,14.019912,50.83078,16.993523,3,3.3559041,9
2007,Perú,4,14.888079,53.875942,18.011126,3,3.3559041,9
2008,Perú,4,12.985948,56.465603,17.04373,3,3.3559041,9
2009,Perú,7,9.3783464,46.418545,15.484167,3,3.3559041,9
2010,Perú,8,12.444503,50.012295,15.657764,3,3.3559041,9
2011,Perú,10,14.425619,55.241669,15.735542,3,3.3559041,9
2012,Perú,13,11.819827,52.273823,14.850348,3,3.14814,9
2013,Perú,15,9.6759195,48.838387,,3,3.0398021,9
2014,Perú,15,8.1199999,46.320175,,3,3.0398021,9
2015,Perú,15,6.29,45.009998,14.5,,,9
1970,Uruguay,0,.79993206,29.094339,,3,2.473366,8
1971,Uruguay,0,.57766426,21.717897,,3,2.473366,3
1972,Uruguay,0,.90616155,30.330408,,3,2.473366,-3
1973,Uruguay,1,1.0464427,19.923485,,3,2.473366,-8
1974,Uruguay,1,.92591518,31.272816,,3,2.473366,-8
1975,Uruguay,1,1.4287267,37.058525,,3,2.473366,-8
1976,Uruguay,1,1.7149926,39.638176,,3,2.473366,-8
1977,Uruguay,1,2.1763017,42.554981,,3,2.473366,-8
1978,Uruguay,1,1.5343977,40.001556,,3,2.473366,-7
1979,Uruguay,1,1.6642202,38.000126,,3,2.473366,-7
1980,Uruguay,1,1.2896925,35.664398,,3,2.473366,-7
1981,Uruguay,2,.70220906,34.235458,,3,2.473366,-7
1982,Uruguay,2,1.7357696,31.616659,,3,2.473366,-7
1983,Uruguay,2,2.1814659,49.29274,25.356482,3,2.473366,-7
1984,Uruguay,2,2.3856919,47.956074,27.27779,3,2.473366,-7
1985,Uruguay,2,1.0832757,47.856571,29.398001,3,2.473366,9
1986,Uruguay,2,2.5407813,46.483742,29.715458,3,2.473366,9
1987,Uruguay,2,2.4730976,40.854645,28.946238,3,2.473366,9
1988,Uruguay,2,2.0514164,39.793812,27.262819,3,2.473366,9
1989,Uruguay,2,2.0818455,41.193562,26.8267,3,2.473366,10
1990,Uruguay,2,1.818404,41.628471,27.965387,3,2.473366,10
1991,Uruguay,3,1.5009773,38.554905,28.310514,3,2.473366,10
1992,Uruguay,3,1.1624453,40.073044,24.784842,3,2.473366,10
1993,Uruguay,3,.96255851,38.684967,21.100998,3,2.473366,10
1994,Uruguay,3,.75603586,40.148834,18.878353,3,2.473366,10
1995,Uruguay,3,.82535762,38.097675,19.694651,3,2.473366,10
1996,Uruguay,3,.81943369,39.528435,19.26387,3,2.473366,10
1997,Uruguay,3,.75835198,37.706398,16.864279,3,2.473366,10
1998,Uruguay,3,.75408822,35.640015,16.041536,3,2.473366,10
1999,Uruguay,3,.64782238,33.386448,15.082128,3,2.473366,10
2000,Uruguay,3,.47698939,36.713737,14.050488,3,2.473366,10
2001,Uruguay,3,.57013917,36.309513,14.299056,3,2.473366,10
2002,Uruguay,3,1.200315,40.029068,14.691883,3,2.473366,10
2003,Uruguay,3,1.8253819,51.759201,16.901592,3,2.473366,10
2004,Uruguay,4,1.8763877,61.476688,17.156584,3,2.473366,10
2005,Uruguay,4,1.9982191,58.877697,17.127268,3,2.473366,10
2006,Uruguay,4,2.4015162,61.971573,16.970764,3,2.473366,10
2007,Uruguay,4,3.0289505,59.210449,15.967973,3,2.473366,10
2008,Uruguay,4,4.0259624,65.208092,17.178837,3,2.473366,10
2009,Uruguay,5,3.173862,53.405594,16.877529,3,2.473366,10
2010,Uruguay,5,4.1388865,51.692337,15.47646,3,2.473366,10
2011,Uruguay,5,3.0454423,53.278568,14.590357,3,2.473366,10
2012,Uruguay,5,2.8225081,54.939335,13.986031,3,2.473366,10
2013,Uruguay,5,2.4825103,49.710117,12.929521,3,2.5296991,10
2014,Uruguay,5,1.61,48.923134,14.088625,3,2.5284059,10
2015,Uruguay,5,1.64,44.900002,15.19,,,10
1970,Venezuela,0,12.512089,37.824265,16.066946,3,3.1646399,9
1971,Venezuela,0,15.080892,39.248119,16.390978,3,3.1646399,9
1972,Venezuela,0,13.303494,37.983425,16.022099,3,3.1646399,9
1973,Venezuela,0,17.731436,41.849709,16.069365,3,3.0308969,9
1974,Venezuela,0,41.330296,55.35714,18.167702,3,2.5687251,9
1975,Venezuela,0,28.99575,50.754852,15.672178,2,2.1721129,9
1976,Venezuela,0,27.771257,50.870644,16.355721,2,2.1721129,9
1977,Venezuela,0,25.108091,53.248135,15.282215,2,2.1721129,9
1978,Venezuela,0,22.932524,51.963161,14.881241,2,2.1721129,9
1979,Venezuela,0,49.133739,50.626766,16.25556,2,2.1721129,9
1980,Venezuela,0,44.147549,50.604431,16.017462,2,2.1721129,9
1981,Venezuela,1,36.294651,48.760826,14.89997,2,2.1721129,9
1982,Venezuela,1,29.436058,46.942974,15.902411,2,2.1721129,9
1983,Venezuela,1,24.422844,30.716333,16.332378,2,2.1721129,9
1984,Venezuela,1,33.265522,45.589447,18.206015,2,2.1721129,9
1985,Venezuela,1,27.882866,42.183876,18.941223,2,2.1721129,9
1986,Venezuela,1,15.109147,40.061813,19.75589,2,2.1721129,9
1987,Venezuela,1,24.916756,44.811089,18.952063,2,2.1721129,9
1988,Venezuela,2,15.88066,47.79903,18.056412,2,2.2680919,9
1989,Venezuela,3,27.082756,55.211304,16.689384,2,2.3123519,9
1990,Venezuela,3,36.50423,59.634109,14.935207,2,2.3123519,9
1991,Venezuela,3,30.872356,57.58017,15.524982,2,2.3123519,9
1992,Venezuela,3,26.327854,55.261753,14.952392,2,2.3123519,8
1993,Venezuela,3,24.844065,54.139542,14.706877,2,2.3123519,8
1994,Venezuela,3,24.58189,53.162601,14.627142,3,2.5118749,8
1995,Venezuela,3,21.979948,48.923145,15.11192,3,2.5118749,8
1996,Venezuela,3,33.562443,57.841396,13.645769,3,2.5118749,8
1997,Venezuela,3,26.144064,51.245037,23.168242,3,2.5118749,8
1998,Venezuela,3,15.255933,43.599392,20.833418,3,2.5118749,8
1999,Venezuela,3,17.254351,42.070229,19.219599,2,2.2463369,7
2000,Venezuela,3,26.29187,47.85722,19.834183,2,2.255573,7
2001,Venezuela,3,21.200193,42.14127,18.244823,2,2.255573,6
2002,Venezuela,3,25.597689,48.57571,17.533737,2,2.255573,6
2003,Venezuela,3,30.968412,50.577007,18.080166,2,2.255573,6
2004,Venezuela,3,37.888851,55.367455,17.867952,2,2.255573,6
2005,Venezuela,3,44.10928,60.127331,16.415171,2,1.859285,6
2006,Venezuela,3,42.708721,58.665592,15.128897,2,2.0605681,5
2007,Venezuela,3,33.491028,56.199043,14.42603,2,2.0605681,5
2008,Venezuela,3,34.035339,51.829014,14.930702,2,2.0605681,5
2009,Venezuela,3,18.747976,38.520931,15.416498,2,2.0605681,-3
2010,Venezuela,3,20.035168,46.136894,13.923396,2,2.0605681,-3
2011,Venezuela,3,33.078888,49.638123,13.814549,2,2.0605681,-3
2012,Venezuela,3,26.022472,50.403568,13.799314,2,2.0605681,-3
2013,Venezuela,3,26.046795,54.27776,,,,4
2014,Venezuela,3,,,,,,4
2015,Venezuela,3,,,,,,4
